                0       TOTAL        AMBER     CONTACTS          SOL           HB  | TEMPERATURE
Sim Anneal   2000  5.2930e+03   3.0979e+03   3.1130e+03   1.5154e+03  -2.4332e+03  | 920.000
Sim Anneal   3000  5.1155e+03   3.1076e+03   2.7846e+03   1.6651e+03  -2.4419e+03  | 880.000
Sim Anneal   4000  4.8833e+03   2.9721e+03   2.6570e+03   1.6893e+03  -2.4351e+03  | 840.000
Sim Anneal   5000  4.8833e+03   2.9721e+03   2.6570e+03   1.6893e+03  -2.4351e+03  | 800.000
Sim Anneal   6000  4.7755e+03   2.9151e+03   2.6010e+03   1.6914e+03  -2.4320e+03  | 760.000
Sim Anneal   7000  4.7100e+03   2.8895e+03   2.5655e+03   1.6830e+03  -2.4280e+03  | 720.000
Sim Anneal   8000  4.6442e+03   2.7905e+03   2.6037e+03   1.6779e+03  -2.4280e+03  | 680.000
Sim Anneal   9000  4.6520e+03   2.7729e+03   2.6345e+03   1.6730e+03  -2.4284e+03  | 640.000
Sim Anneal  10000  4.6106e+03   2.7490e+03   2.6402e+03   1.6427e+03  -2.4213e+03  | 600.000
Sim Anneal  11000  4.5902e+03   2.7270e+03   2.6393e+03   1.6466e+03  -2.4227e+03  | 560.000
Sim Anneal  12000  4.5371e+03   2.6578e+03   2.6581e+03   1.6410e+03  -2.4197e+03  | 520.000
Sim Anneal  13000  4.4770e+03   2.6592e+03   2.5720e+03   1.6637e+03  -2.4178e+03  | 480.000
Sim Anneal  14000  4.4426e+03   2.6821e+03   2.5114e+03   1.6688e+03  -2.4196e+03  | 440.000
Sim Anneal  15000  4.4162e+03   2.6781e+03   2.4919e+03   1.6676e+03  -2.4215e+03  | 400.000
Sim Anneal  16000  4.4129e+03   2.6612e+03   2.5062e+03   1.6668e+03  -2.4213e+03  | 360.000
Sim Anneal  17000  4.3703e+03   2.7628e+03   2.3562e+03   1.6802e+03  -2.4289e+03  | 320.000
Sim Anneal  18000  4.3664e+03   2.7258e+03   2.3881e+03   1.6773e+03  -2.4249e+03  | 280.000
Sim Anneal  19000  4.3637e+03   2.7613e+03   2.3525e+03   1.6772e+03  -2.4274e+03  | 240.000
Sim Anneal  20000  4.3628e+03   2.7530e+03   2.3598e+03   1.6764e+03  -2.4263e+03  | 200.000
Sim Anneal  21000  4.3609e+03   2.7515e+03   2.3583e+03   1.6774e+03  -2.4263e+03  | 160.000
Sim Anneal  22000  4.3609e+03   2.7515e+03   2.3583e+03   1.6774e+03  -2.4263e+03  | 120.000
Sim Anneal  23000  4.3609e+03   2.7515e+03   2.3583e+03   1.6774e+03  -2.4263e+03  | 80.000
Sim Anneal  24000  4.3392e+03   2.7252e+03   2.3599e+03   1.6770e+03  -2.4229e+03  | 40.000
Sim Anneal  25000  4.3392e+03   2.7252e+03   2.3599e+03   1.6770e+03  -2.4229e+03  |  0.000
ILSRR 4339.202813039507 2115.061287887372 
Sim Anneal      0  6.1765e+06   6.1686e+06   9.3484e+03   1.0129e+03  -2.4149e+03  | -1.000
Sim Anneal   1000  7.9014e+03   3.2792e+03   5.8170e+03   1.2498e+03  -2.4445e+03  | 960.000
Sim Anneal   2000  7.6905e+03   3.1234e+03   5.7982e+03   1.2169e+03  -2.4480e+03  | 920.000
Sim Anneal   3000  6.2606e+03   4.0788e+03   3.1122e+03   1.5213e+03  -2.4517e+03  | 880.000
Sim Anneal   4000  5.4583e+03   3.1229e+03   3.3673e+03   1.3982e+03  -2.4300e+03  | 840.000
Sim Anneal   5000  4.5411e+03   3.0140e+03   2.2230e+03   1.7572e+03  -2.4531e+03  | 800.000
Sim Anneal   6000  4.5010e+03   2.9698e+03   2.0904e+03   1.8835e+03  -2.4427e+03  | 760.000
Sim Anneal   7000  4.4756e+03   2.9527e+03   2.1878e+03   1.7715e+03  -2.4364e+03  | 720.000
Sim Anneal   8000  4.4648e+03   2.9762e+03   2.1518e+03   1.7762e+03  -2.4393e+03  | 680.000
Sim Anneal   9000  4.4322e+03   2.9698e+03   2.1264e+03   1.7794e+03  -2.4434e+03  | 640.000
Sim Anneal  10000  4.3282e+03   2.8719e+03   2.1315e+03   1.7761e+03  -2.4513e+03  | 600.000
Sim Anneal  11000  4.3338e+03   2.8642e+03   2.1382e+03   1.7801e+03  -2.4487e+03  | 560.000
Sim Anneal  12000  4.3040e+03   2.8437e+03   2.0882e+03   1.8073e+03  -2.4353e+03  | 520.000
Sim Anneal  13000  4.2564e+03   2.8645e+03   2.0103e+03   1.8192e+03  -2.4376e+03  | 480.000
Sim Anneal  14000  4.2560e+03   2.8784e+03   1.9983e+03   1.8193e+03  -2.4401e+03  | 440.000
Sim Anneal  15000  4.2534e+03   2.8720e+03   2.0012e+03   1.8195e+03  -2.4393e+03  | 400.000
Sim Anneal  16000  4.2629e+03   2.8697e+03   2.0211e+03   1.8097e+03  -2.4376e+03  | 360.000
Sim Anneal  17000  4.2585e+03   2.8685e+03   1.9810e+03   1.8523e+03  -2.4433e+03  | 320.000
Sim Anneal  18000  4.1998e+03   2.8053e+03   2.0046e+03   1.8316e+03  -2.4417e+03  | 280.000
Sim Anneal  19000  4.1212e+03   2.8031e+03   1.9431e+03   1.8185e+03  -2.4435e+03  | 240.000
Sim Anneal  20000  4.1166e+03   2.7871e+03   1.9529e+03   1.8182e+03  -2.4416e+03  | 200.000
Sim Anneal  21000  4.0919e+03   2.7811e+03   1.9282e+03   1.8239e+03  -2.4414e+03  | 160.000
Sim Anneal  22000  4.0925e+03   2.7732e+03   1.9372e+03   1.8225e+03  -2.4404e+03  | 120.000
Sim Anneal  23000  4.0721e+03   2.7647e+03   1.9238e+03   1.8211e+03  -2.4375e+03  | 80.000
Sim Anneal  24000  4.0315e+03   2.8100e+03   1.7859e+03   1.8739e+03  -2.4383e+03  | 40.000
Sim Anneal  25000  4.0057e+03   2.9137e+03   1.6086e+03   1.9309e+03  -2.4474e+03  |  0.000
ILSRR 4005.7063666247423 2115.061287887372 
Sim Anneal      0  2.6155e+08   2.6153e+08   1.8817e+04   1.2720e+03  -2.5680e+03  | -1.000
Sim Anneal   1000  7.5991e+03   3.6115e+03   5.1672e+03   1.2807e+03  -2.4603e+03  | 960.000
Sim Anneal   2000  5.1917e+03   3.3851e+03   2.5969e+03   1.6290e+03  -2.4193e+03  | 920.000
Sim Anneal   3000  4.2776e+03   2.9503e+03   2.1581e+03   1.5791e+03  -2.4099e+03  | 880.000
Sim Anneal   4000  4.1390e+03   2.7812e+03   2.4296e+03   1.3476e+03  -2.4193e+03  | 840.000
Sim Anneal   5000  3.5269e+03   2.6803e+03   1.5762e+03   1.6931e+03  -2.4228e+03  | 800.000
Sim Anneal   6000  3.4347e+03   2.6121e+03   1.5566e+03   1.6887e+03  -2.4227e+03  | 760.000
Sim Anneal   7000  3.2959e+03   2.6548e+03   1.6984e+03   1.3546e+03  -2.4119e+03  | 720.000
Sim Anneal   8000  3.2025e+03   2.5726e+03   1.7197e+03   1.3310e+03  -2.4208e+03  | 680.000
Sim Anneal   9000  3.1159e+03   2.5025e+03   1.6989e+03   1.3336e+03  -2.4192e+03  | 640.000
Sim Anneal  10000  3.1155e+03   2.5453e+03   1.6675e+03   1.3261e+03  -2.4234e+03  | 600.000
Sim Anneal  11000  3.1047e+03   2.5283e+03   1.6693e+03   1.3289e+03  -2.4218e+03  | 560.000
Sim Anneal  12000  3.0587e+03   2.4663e+03   1.6727e+03   1.3411e+03  -2.4213e+03  | 520.000
Sim Anneal  13000  3.0500e+03   2.4614e+03   1.6674e+03   1.3416e+03  -2.4203e+03  | 480.000
Sim Anneal  14000  3.0570e+03   2.4979e+03   1.6453e+03   1.3368e+03  -2.4231e+03  | 440.000
Sim Anneal  15000  3.0551e+03   2.4841e+03   1.6549e+03   1.3376e+03  -2.4216e+03  | 400.000
Sim Anneal  16000  3.0413e+03   2.4686e+03   1.6114e+03   1.3835e+03  -2.4222e+03  | 360.000
Sim Anneal  17000  3.0059e+03   2.4704e+03   1.5693e+03   1.3899e+03  -2.4236e+03  | 320.000
Sim Anneal  18000  2.9884e+03   2.4876e+03   1.5390e+03   1.3840e+03  -2.4222e+03  | 280.000
Sim Anneal  19000  2.9884e+03   2.4876e+03   1.5390e+03   1.3840e+03  -2.4222e+03  | 240.000
Sim Anneal  20000  2.9896e+03   2.4878e+03   1.5387e+03   1.3862e+03  -2.4231e+03  | 200.000
Sim Anneal  21000  2.9902e+03   2.4976e+03   1.5311e+03   1.3842e+03  -2.4227e+03  | 160.000
Sim Anneal  22000  2.9902e+03   2.4976e+03   1.5311e+03   1.3842e+03  -2.4227e+03  | 120.000
Sim Anneal  23000  2.9695e+03   2.5864e+03   1.3939e+03   1.4158e+03  -2.4267e+03  | 80.000
Sim Anneal  24000  2.9626e+03   2.5753e+03   1.3979e+03   1.4141e+03  -2.4247e+03  | 40.000
Sim Anneal  25000  2.9635e+03   2.5790e+03   1.3987e+03   1.4113e+03  -2.4255e+03  |  0.000
ILSRR 2963.515939113092 2115.061287887372 
Sim Anneal      0  5.2334e+05   5.1328e+05   1.1400e+04   1.1013e+03  -2.4366e+03  | -1.000
Sim Anneal   1000  5.5745e+03   3.6675e+03   3.1866e+03   1.1782e+03  -2.4578e+03  | 960.000
Sim Anneal   2000  4.3508e+03   3.2314e+03   2.1305e+03   1.4355e+03  -2.4468e+03  | 920.000
Sim Anneal   3000  3.9696e+03   2.8880e+03   2.0641e+03   1.4550e+03  -2.4374e+03  | 880.000
Sim Anneal   4000  3.6306e+03   2.7973e+03   1.6608e+03   1.6021e+03  -2.4297e+03  | 840.000
Sim Anneal   5000  3.5549e+03   2.7603e+03   1.6225e+03   1.6181e+03  -2.4459e+03  | 800.000
Sim Anneal   6000  3.4799e+03   2.6880e+03   1.6083e+03   1.6289e+03  -2.4453e+03  | 760.000
Sim Anneal   7000  3.4547e+03   2.7174e+03   1.5929e+03   1.5825e+03  -2.4381e+03  | 720.000
Sim Anneal   8000  3.4055e+03   2.6362e+03   1.6261e+03   1.5868e+03  -2.4436e+03  | 680.000
Sim Anneal   9000  3.3967e+03   2.6268e+03   1.5539e+03   1.6585e+03  -2.4425e+03  | 640.000
Sim Anneal  10000  3.3705e+03   2.6191e+03   1.5076e+03   1.6928e+03  -2.4490e+03  | 600.000
Sim Anneal  11000  3.3644e+03   2.5915e+03   1.5364e+03   1.6890e+03  -2.4525e+03  | 560.000
Sim Anneal  12000  3.3580e+03   2.6101e+03   1.4988e+03   1.7036e+03  -2.4546e+03  | 520.000
Sim Anneal  13000  3.3456e+03   2.5955e+03   1.4801e+03   1.7221e+03  -2.4521e+03  | 480.000
Sim Anneal  14000  3.3614e+03   2.6028e+03   1.4895e+03   1.7212e+03  -2.4520e+03  | 440.000
Sim Anneal  15000  3.3009e+03   2.5688e+03   1.5309e+03   1.6505e+03  -2.4493e+03  | 400.000
Sim Anneal  16000  3.2914e+03   2.5451e+03   1.5569e+03   1.6400e+03  -2.4505e+03  | 360.000
Sim Anneal  17000  3.1692e+03   2.4556e+03   1.5125e+03   1.6474e+03  -2.4463e+03  | 320.000
Sim Anneal  18000  3.1430e+03   2.4342e+03   1.4820e+03   1.6788e+03  -2.4520e+03  | 280.000
Sim Anneal  19000  3.1241e+03   2.4439e+03   1.5123e+03   1.6145e+03  -2.4467e+03  | 240.000
Sim Anneal  20000  3.1146e+03   2.4392e+03   1.5042e+03   1.6165e+03  -2.4453e+03  | 200.000
Sim Anneal  21000  3.1168e+03   2.4449e+03   1.5011e+03   1.6166e+03  -2.4458e+03  | 160.000
Sim Anneal  22000  3.0605e+03   2.5468e+03   1.2812e+03   1.6776e+03  -2.4451e+03  | 120.000
Sim Anneal  23000  3.0333e+03   2.5334e+03   1.2724e+03   1.6738e+03  -2.4464e+03  | 80.000
Sim Anneal  24000  3.0087e+03   2.4925e+03   1.2887e+03   1.6725e+03  -2.4450e+03  | 40.000
Sim Anneal  25000  3.0087e+03   2.4925e+03   1.2887e+03   1.6725e+03  -2.4450e+03  |  0.000
ILSRR 3008.702548558039 2115.061287887372 
Sim Anneal      0  2.3855e+13   2.3855e+13   1.6058e+04   1.3621e+03  -2.7400e+03  | -1.000
Sim Anneal   1000  7.0480e+03   3.8805e+03   4.5094e+03   1.1114e+03  -2.4533e+03  | 960.000
Sim Anneal   2000  4.7064e+03   2.5779e+03   3.2216e+03   1.3629e+03  -2.4560e+03  | 920.000
Sim Anneal   3000  3.6055e+03   2.7623e+03   1.5839e+03   1.7304e+03  -2.4713e+03  | 880.000
Sim Anneal   4000  3.4023e+03   2.5198e+03   1.7338e+03   1.6026e+03  -2.4538e+03  | 840.000
Sim Anneal   5000  3.2782e+03   2.6859e+03   1.2352e+03   1.8438e+03  -2.4866e+03  | 800.000
Sim Anneal   6000  3.1536e+03   2.6792e+03   1.0377e+03   1.9139e+03  -2.4771e+03  | 760.000
Sim Anneal   7000  2.9253e+03   2.5111e+03   9.5601e+02   1.9347e+03  -2.4765e+03  | 720.000
Sim Anneal   8000  2.8006e+03   2.4071e+03   9.6637e+02   1.8930e+03  -2.4658e+03  | 680.000
Sim Anneal   9000  2.8019e+03   2.4070e+03   9.6929e+02   1.8918e+03  -2.4663e+03  | 640.000
Sim Anneal  10000  2.7885e+03   2.4045e+03   9.5546e+02   1.8954e+03  -2.4667e+03  | 600.000
Sim Anneal  11000  2.7923e+03   2.3988e+03   9.6494e+02   1.8956e+03  -2.4669e+03  | 560.000
Sim Anneal  12000  2.6838e+03   2.4019e+03   8.5272e+02   1.8965e+03  -2.4673e+03  | 520.000
Sim Anneal  13000  2.6827e+03   2.3928e+03   8.5604e+02   1.9011e+03  -2.4673e+03  | 480.000
Sim Anneal  14000  2.6800e+03   2.3997e+03   8.4929e+02   1.8984e+03  -2.4674e+03  | 440.000
Sim Anneal  15000  2.6226e+03   2.3329e+03   8.5339e+02   1.8925e+03  -2.4562e+03  | 400.000
Sim Anneal  16000  2.6053e+03   2.3401e+03   8.3805e+02   1.8808e+03  -2.4536e+03  | 360.000
Sim Anneal  17000  2.5538e+03   2.3137e+03   7.8461e+02   1.9128e+03  -2.4573e+03  | 320.000
Sim Anneal  18000  2.5538e+03   2.3137e+03   7.8461e+02   1.9128e+03  -2.4573e+03  | 280.000
Sim Anneal  19000  2.5539e+03   2.3114e+03   7.8598e+02   1.9142e+03  -2.4576e+03  | 240.000
Sim Anneal  20000  2.5499e+03   2.3048e+03   7.9084e+02   1.9097e+03  -2.4554e+03  | 200.000
Sim Anneal  21000  2.5499e+03   2.3048e+03   7.9084e+02   1.9097e+03  -2.4554e+03  | 160.000
Sim Anneal  22000  2.5479e+03   2.3072e+03   7.8398e+02   1.9102e+03  -2.4535e+03  | 120.000
Sim Anneal  23000  2.5468e+03   2.3011e+03   7.8900e+02   1.9100e+03  -2.4533e+03  | 80.000
Sim Anneal  24000  2.5412e+03   2.2972e+03   7.8522e+02   1.9118e+03  -2.4529e+03  | 40.000
Sim Anneal  25000  2.5412e+03   2.2972e+03   7.8522e+02   1.9118e+03  -2.4529e+03  |  0.000
ILSRR 2541.2021244908465 2115.061287887372 
Sim Anneal      0  2.3224e+12   2.3224e+12   2.3943e+04   9.1037e+02  -2.6798e+03  | -1.000
Sim Anneal   1000  6.8294e+03   3.4452e+03   4.6939e+03   1.1468e+03  -2.4565e+03  | 960.000
Sim Anneal   2000  4.7043e+03   3.1747e+03   2.6693e+03   1.3039e+03  -2.4435e+03  | 920.000
Sim Anneal   3000  4.5742e+03   3.1014e+03   2.6024e+03   1.3110e+03  -2.4407e+03  | 880.000
Sim Anneal   4000  3.8821e+03   3.0491e+03   1.8770e+03   1.4050e+03  -2.4489e+03  | 840.000
Sim Anneal   5000  3.8759e+03   3.0713e+03   1.8542e+03   1.4022e+03  -2.4518e+03  | 800.000
Sim Anneal   6000  3.2873e+03   2.9183e+03   1.0664e+03   1.7333e+03  -2.4308e+03  | 760.000
Sim Anneal   7000  2.9388e+03   2.8132e+03   9.2169e+02   1.6330e+03  -2.4291e+03  | 720.000
Sim Anneal   8000  2.8055e+03   2.7168e+03   8.6616e+02   1.6519e+03  -2.4293e+03  | 680.000
Sim Anneal   9000  2.7313e+03   2.6958e+03   7.9819e+02   1.6682e+03  -2.4310e+03  | 640.000
Sim Anneal  10000  2.5833e+03   2.5687e+03   8.2585e+02   1.6113e+03  -2.4226e+03  | 600.000
Sim Anneal  11000  2.5260e+03   2.6023e+03   6.4595e+02   1.7004e+03  -2.4226e+03  | 560.000
Sim Anneal  12000  2.4260e+03   2.4533e+03   7.0648e+02   1.6941e+03  -2.4279e+03  | 520.000
Sim Anneal  13000  2.4149e+03   2.4785e+03   6.6454e+02   1.7038e+03  -2.4320e+03  | 480.000
Sim Anneal  14000  2.3417e+03   2.4342e+03   6.4586e+02   1.6930e+03  -2.4312e+03  | 440.000
Sim Anneal  15000  2.3013e+03   2.3767e+03   6.2964e+02   1.7223e+03  -2.4273e+03  | 400.000
Sim Anneal  16000  2.2683e+03   2.3604e+03   6.5886e+02   1.6752e+03  -2.4262e+03  | 360.000
Sim Anneal  17000  2.2090e+03   2.3802e+03   5.4382e+02   1.7191e+03  -2.4341e+03  | 320.000
Sim Anneal  18000  2.1899e+03   2.3479e+03   5.5381e+02   1.7180e+03  -2.4298e+03  | 280.000
Sim Anneal  19000  2.1694e+03   2.3165e+03   5.8050e+02   1.6983e+03  -2.4259e+03  | 240.000
Sim Anneal  20000  2.1296e+03   2.2811e+03   5.7486e+02   1.6969e+03  -2.4232e+03  | 200.000
Sim Anneal  21000  2.1277e+03   2.2804e+03   5.7031e+02   1.6989e+03  -2.4219e+03  | 160.000
Sim Anneal  22000  2.1204e+03   2.2927e+03   5.5852e+02   1.6936e+03  -2.4244e+03  | 120.000
Sim Anneal  23000  2.1199e+03   2.2858e+03   5.6256e+02   1.6945e+03  -2.4230e+03  | 80.000
Sim Anneal  24000  2.1199e+03   2.2858e+03   5.6256e+02   1.6945e+03  -2.4230e+03  | 40.000
Sim Anneal  25000  2.1199e+03   2.2858e+03   5.6256e+02   1.6945e+03  -2.4230e+03  |  0.000
ILSRR 2119.8520486725292 2115.061287887372 
      RFNM      0 -1.5473e+03   2.3006e+03   4.8936e+02   1.7667e+03  -6.1040e+03  | -1.000
      RFNM     10 -1.8151e+03   1.0597e+03   5.6753e+02   1.7879e+03  -5.2302e+03  | 180.000
      RFNM     20 -1.8370e+03   1.1922e+03   4.3882e+02   1.7574e+03  -5.2255e+03  | 160.000
      RFNM     30 -1.8506e+03   1.0615e+03   5.7887e+02   1.7165e+03  -5.2075e+03  | 140.000
      RFNM     40 -1.8506e+03   1.0615e+03   5.7887e+02   1.7165e+03  -5.2075e+03  | 120.000
      RFNM     50 -1.8866e+03   1.0227e+03   5.8369e+02   1.7172e+03  -5.2102e+03  | 100.000
      RFNM     60 -1.8864e+03   1.0155e+03   5.9536e+02   1.7134e+03  -5.2107e+03  | 80.000
      RFNM     70 -1.8864e+03   1.0155e+03   5.9536e+02   1.7134e+03  -5.2107e+03  | 60.000
      RFNM     80 -1.8899e+03   1.0108e+03   5.8728e+02   1.7188e+03  -5.2068e+03  | 40.000
      RFNM     90 -1.8899e+03   1.0108e+03   5.8728e+02   1.7188e+03  -5.2068e+03  | 20.000
      RFNM    100 -1.9049e+03   9.8686e+02   6.0050e+02   1.7199e+03  -5.2121e+03  |  0.000
Sim Anneal      0  4.0520e+04   1.7944e+03   4.0434e+04   7.8878e+02  -2.4976e+03  | -1.000
ILSRR 40519.77445122397 40519.77445122397 
Sim Anneal      0  4.0520e+04   1.7944e+03   4.0434e+04   7.8878e+02  -2.4976e+03  | -1.000
Sim Anneal   1000  5.4494e+03   3.2513e+03   3.2093e+03   1.4870e+03  -2.4982e+03  | 960.000
Sim Anneal   2000  4.6734e+03   2.6047e+03   3.0104e+03   1.5382e+03  -2.4800e+03  | 920.000
Sim Anneal   3000  4.0113e+03   2.5957e+03   2.2603e+03   1.6424e+03  -2.4871e+03  | 880.000
Sim Anneal   4000  3.8548e+03   2.5430e+03   2.1555e+03   1.6467e+03  -2.4903e+03  | 840.000
Sim Anneal   5000  3.6612e+03   2.4068e+03   2.0883e+03   1.6499e+03  -2.4838e+03  | 800.000
Sim Anneal   6000  3.3456e+03   2.4680e+03   1.6718e+03   1.7046e+03  -2.4988e+03  | 760.000
Sim Anneal   7000  3.2656e+03   2.3694e+03   1.6820e+03   1.7088e+03  -2.4946e+03  | 720.000
Sim Anneal   8000  3.2610e+03   2.3692e+03   1.6719e+03   1.7146e+03  -2.4947e+03  | 680.000
Sim Anneal   9000  3.2610e+03   2.3692e+03   1.6719e+03   1.7146e+03  -2.4947e+03  | 640.000
Sim Anneal  10000  3.2547e+03   2.4398e+03   1.6122e+03   1.7072e+03  -2.5044e+03  | 600.000
Sim Anneal  11000  3.1847e+03   2.4091e+03   1.5692e+03   1.7001e+03  -2.4938e+03  | 560.000
Sim Anneal  12000  3.1575e+03   2.3991e+03   1.5499e+03   1.7014e+03  -2.4928e+03  | 520.000
Sim Anneal  13000  3.0907e+03   2.3147e+03   1.6035e+03   1.6590e+03  -2.4865e+03  | 480.000
Sim Anneal  14000  3.0616e+03   2.2786e+03   1.5949e+03   1.6724e+03  -2.4844e+03  | 440.000
Sim Anneal  15000  2.8875e+03   2.1883e+03   1.5109e+03   1.6702e+03  -2.4820e+03  | 400.000
Sim Anneal  16000  2.8456e+03   2.1068e+03   1.5440e+03   1.6686e+03  -2.4738e+03  | 360.000
Sim Anneal  17000  2.7455e+03   2.1680e+03   1.3121e+03   1.7444e+03  -2.4790e+03  | 320.000
Sim Anneal  18000  2.6927e+03   2.1099e+03   1.3226e+03   1.7341e+03  -2.4739e+03  | 280.000
Sim Anneal  19000  2.6783e+03   2.1038e+03   1.3143e+03   1.7344e+03  -2.4741e+03  | 240.000
Sim Anneal  20000  2.6233e+03   2.0716e+03   1.3276e+03   1.6885e+03  -2.4644e+03  | 200.000
Sim Anneal  21000  2.5800e+03   2.0441e+03   1.2317e+03   1.7669e+03  -2.4627e+03  | 160.000
Sim Anneal  22000  2.5490e+03   2.0519e+03   1.1880e+03   1.7730e+03  -2.4638e+03  | 120.000
Sim Anneal  23000  2.5071e+03   2.0154e+03   1.1878e+03   1.7670e+03  -2.4632e+03  | 80.000
Sim Anneal  24000  2.4811e+03   2.0136e+03   1.1436e+03   1.7901e+03  -2.4662e+03  | 40.000
Sim Anneal  25000  2.4756e+03   2.0035e+03   1.1437e+03   1.7944e+03  -2.4661e+03  |  0.000
ILSRR 2475.6074611915274 2475.6074611915274 
Sim Anneal      0  1.5699e+10   1.5699e+10   1.1798e+04   1.6987e+03  -2.8801e+03  | -1.000
Sim Anneal   1000  5.5462e+03   3.4471e+03   3.0638e+03   1.4912e+03  -2.4560e+03  | 960.000
Sim Anneal   2000  4.7878e+03   2.9641e+03   2.6136e+03   1.6418e+03  -2.4317e+03  | 920.000
Sim Anneal   3000  4.4344e+03   2.8197e+03   2.3466e+03   1.7050e+03  -2.4369e+03  | 880.000
Sim Anneal   4000  4.1891e+03   2.8856e+03   2.0928e+03   1.6458e+03  -2.4350e+03  | 840.000
Sim Anneal   5000  3.7533e+03   2.9039e+03   1.5458e+03   1.7470e+03  -2.4433e+03  | 800.000
Sim Anneal   6000  3.6148e+03   2.9822e+03   1.2810e+03   1.7921e+03  -2.4403e+03  | 760.000
Sim Anneal   7000  3.4298e+03   2.8448e+03   1.1511e+03   1.8721e+03  -2.4382e+03  | 720.000
Sim Anneal   8000  3.4247e+03   2.8314e+03   1.1959e+03   1.8418e+03  -2.4444e+03  | 680.000
Sim Anneal   9000  3.2550e+03   2.4748e+03   1.4308e+03   1.7877e+03  -2.4383e+03  | 640.000
Sim Anneal  10000  3.1687e+03   2.4642e+03   1.3543e+03   1.7870e+03  -2.4367e+03  | 600.000
Sim Anneal  11000  3.1413e+03   2.4612e+03   1.3302e+03   1.7881e+03  -2.4381e+03  | 560.000
Sim Anneal  12000  3.0163e+03   2.3983e+03   1.2861e+03   1.7643e+03  -2.4324e+03  | 520.000
Sim Anneal  13000  3.0053e+03   2.4144e+03   1.2588e+03   1.7612e+03  -2.4291e+03  | 480.000
Sim Anneal  14000  3.0080e+03   2.4092e+03   1.2659e+03   1.7613e+03  -2.4283e+03  | 440.000
Sim Anneal  15000  2.9474e+03   2.4013e+03   1.2158e+03   1.7628e+03  -2.4325e+03  | 400.000
Sim Anneal  16000  2.9540e+03   2.4121e+03   1.2146e+03   1.7598e+03  -2.4326e+03  | 360.000
Sim Anneal  17000  2.8905e+03   2.3602e+03   1.2097e+03   1.7540e+03  -2.4334e+03  | 320.000
Sim Anneal  18000  2.8603e+03   2.3282e+03   1.2083e+03   1.7536e+03  -2.4297e+03  | 280.000
Sim Anneal  19000  2.8392e+03   2.3625e+03   1.1321e+03   1.7788e+03  -2.4341e+03  | 240.000
Sim Anneal  20000  2.8097e+03   2.3199e+03   1.1516e+03   1.7709e+03  -2.4327e+03  | 200.000
Sim Anneal  21000  2.7995e+03   2.3216e+03   1.1136e+03   1.7988e+03  -2.4345e+03  | 160.000
Sim Anneal  22000  2.7916e+03   2.3222e+03   1.1118e+03   1.7889e+03  -2.4312e+03  | 120.000
Sim Anneal  23000  2.7416e+03   2.3392e+03   1.0137e+03   1.8229e+03  -2.4342e+03  | 80.000
Sim Anneal  24000  2.7416e+03   2.3392e+03   1.0137e+03   1.8229e+03  -2.4342e+03  | 40.000
Sim Anneal  25000  2.7416e+03   2.3392e+03   1.0137e+03   1.8229e+03  -2.4342e+03  |  0.000
ILSRR 2741.6268030513666 2475.6074611915274 
Sim Anneal      0  1.5219e+06   1.5125e+06   1.0433e+04   1.4923e+03  -2.4918e+03  | -1.000
Sim Anneal   1000  7.3080e+03   4.0741e+03   3.9719e+03   1.7332e+03  -2.4711e+03  | 960.000
Sim Anneal   2000  6.7384e+03   4.0080e+03   3.4729e+03   1.7231e+03  -2.4655e+03  | 920.000
Sim Anneal   3000  4.3699e+03   2.7543e+03   1.9970e+03   2.0501e+03  -2.4314e+03  | 880.000
Sim Anneal   4000  3.8369e+03   2.7261e+03   1.4972e+03   2.0590e+03  -2.4455e+03  | 840.000
Sim Anneal   5000  3.7829e+03   2.6176e+03   1.5405e+03   2.0613e+03  -2.4366e+03  | 800.000
Sim Anneal   6000  3.7771e+03   2.6133e+03   1.5411e+03   2.0604e+03  -2.4377e+03  | 760.000
Sim Anneal   7000  3.7336e+03   2.4702e+03   1.6422e+03   2.0444e+03  -2.4231e+03  | 720.000
Sim Anneal   8000  3.6168e+03   2.4397e+03   1.5600e+03   2.0457e+03  -2.4286e+03  | 680.000
Sim Anneal   9000  3.1424e+03   2.4159e+03   1.3854e+03   1.7646e+03  -2.4235e+03  | 640.000
Sim Anneal  10000  3.0362e+03   2.3713e+03   1.3313e+03   1.7657e+03  -2.4321e+03  | 600.000
Sim Anneal  11000  3.0308e+03   2.3515e+03   1.3438e+03   1.7644e+03  -2.4289e+03  | 560.000
Sim Anneal  12000  3.0335e+03   2.3407e+03   1.3584e+03   1.7610e+03  -2.4266e+03  | 520.000
Sim Anneal  13000  2.9790e+03   2.3491e+03   1.2732e+03   1.7889e+03  -2.4322e+03  | 480.000
Sim Anneal  14000  2.8988e+03   2.3114e+03   1.2640e+03   1.7427e+03  -2.4193e+03  | 440.000
Sim Anneal  15000  2.8545e+03   2.3334e+03   1.1733e+03   1.7813e+03  -2.4334e+03  | 400.000
Sim Anneal  16000  2.8199e+03   2.2918e+03   1.1569e+03   1.8030e+03  -2.4317e+03  | 360.000
Sim Anneal  17000  2.7830e+03   2.2768e+03   1.1539e+03   1.7879e+03  -2.4357e+03  | 320.000
Sim Anneal  18000  2.7708e+03   2.2517e+03   1.1564e+03   1.7979e+03  -2.4352e+03  | 280.000
