                0       TOTAL        AMBER     CONTACTS          SOL           HB  | TEMPERATURE
Sim Anneal   9000  3.9352e+03   2.6918e+03   1.9520e+03   1.7110e+03  -2.4196e+03  | 640.000
Sim Anneal  10000  3.8755e+03   2.5959e+03   1.9816e+03   1.7089e+03  -2.4108e+03  | 600.000
Sim Anneal  11000  3.8263e+03   2.6815e+03   1.8881e+03   1.6683e+03  -2.4116e+03  | 560.000
Sim Anneal  12000  3.5870e+03   2.5490e+03   1.7751e+03   1.6784e+03  -2.4155e+03  | 520.000
Sim Anneal  13000  3.4573e+03   2.5929e+03   1.4412e+03   1.8474e+03  -2.4243e+03  | 480.000
Sim Anneal  14000  3.4448e+03   2.5561e+03   1.4562e+03   1.8628e+03  -2.4303e+03  | 440.000
Sim Anneal  15000  3.3743e+03   2.5514e+03   1.3943e+03   1.8624e+03  -2.4339e+03  | 400.000
Sim Anneal  16000  3.3430e+03   2.4773e+03   1.4396e+03   1.8593e+03  -2.4332e+03  | 360.000
Sim Anneal  17000  3.3250e+03   2.4899e+03   1.4081e+03   1.8608e+03  -2.4336e+03  | 320.000
Sim Anneal  18000  3.2546e+03   2.5445e+03   1.2201e+03   1.9386e+03  -2.4486e+03  | 280.000
Sim Anneal  19000  3.2039e+03   2.4938e+03   1.1820e+03   1.9705e+03  -2.4424e+03  | 240.000
Sim Anneal  20000  3.1991e+03   2.4928e+03   1.1776e+03   1.9715e+03  -2.4429e+03  | 200.000
Sim Anneal  21000  3.1627e+03   2.4700e+03   1.1585e+03   1.9770e+03  -2.4427e+03  | 160.000
Sim Anneal  22000  3.1627e+03   2.4700e+03   1.1585e+03   1.9770e+03  -2.4427e+03  | 120.000
Sim Anneal  23000  3.1512e+03   2.4935e+03   1.0962e+03   1.9972e+03  -2.4357e+03  | 80.000
Sim Anneal  24000  3.1417e+03   2.4829e+03   1.1053e+03   1.9875e+03  -2.4340e+03  | 40.000
Sim Anneal  25000  3.1266e+03   2.4676e+03   1.1092e+03   1.9860e+03  -2.4362e+03  |  0.000
ILSRR 3126.5754571117695 2241.380707490641 
Sim Anneal      0  1.4367e+09   1.4367e+09   9.4274e+03   1.3453e+03  -2.6258e+03  | -1.000
Sim Anneal   1000  6.9386e+03   3.6536e+03   3.9993e+03   1.7320e+03  -2.4463e+03  | 960.000
Sim Anneal   2000  5.1761e+03   3.1739e+03   2.5396e+03   1.9251e+03  -2.4624e+03  | 920.000
Sim Anneal   3000  4.9522e+03   2.9630e+03   2.5745e+03   1.8598e+03  -2.4451e+03  | 880.000
Sim Anneal   4000  4.4811e+03   2.9109e+03   2.1793e+03   1.8375e+03  -2.4467e+03  | 840.000
Sim Anneal   5000  4.0411e+03   2.8765e+03   1.6000e+03   2.0074e+03  -2.4428e+03  | 800.000
Sim Anneal   6000  3.9063e+03   2.6952e+03   1.6388e+03   2.0160e+03  -2.4437e+03  | 760.000
Sim Anneal   7000  3.8675e+03   2.7403e+03   1.5648e+03   2.0068e+03  -2.4444e+03  | 720.000
Sim Anneal   8000  3.8047e+03   2.6006e+03   1.6796e+03   1.9669e+03  -2.4424e+03  | 680.000
Sim Anneal   9000  3.7718e+03   2.5667e+03   1.6698e+03   1.9769e+03  -2.4417e+03  | 640.000
Sim Anneal  10000  3.7590e+03   2.5787e+03   1.6508e+03   1.9722e+03  -2.4428e+03  | 600.000
Sim Anneal  11000  3.7072e+03   2.5740e+03   1.5837e+03   1.9934e+03  -2.4439e+03  | 560.000
Sim Anneal  12000  3.6366e+03   2.5521e+03   1.5324e+03   1.9859e+03  -2.4338e+03  | 520.000
Sim Anneal  13000  3.5923e+03   2.4734e+03   1.5682e+03   1.9800e+03  -2.4294e+03  | 480.000
Sim Anneal  14000  3.5517e+03   2.5251e+03   1.4881e+03   1.9702e+03  -2.4317e+03  | 440.000
Sim Anneal  15000  3.5514e+03   2.5159e+03   1.4961e+03   1.9705e+03  -2.4311e+03  | 400.000
Sim Anneal  16000  3.5418e+03   2.4681e+03   1.5273e+03   1.9756e+03  -2.4292e+03  | 360.000
Sim Anneal  17000  3.5429e+03   2.5255e+03   1.4842e+03   1.9663e+03  -2.4331e+03  | 320.000
Sim Anneal  18000  3.5387e+03   2.5178e+03   1.4868e+03   1.9669e+03  -2.4328e+03  | 280.000
Sim Anneal  19000  3.5358e+03   2.5584e+03   1.4174e+03   1.9946e+03  -2.4347e+03  | 240.000
Sim Anneal  20000  3.4856e+03   2.4835e+03   1.4414e+03   1.9922e+03  -2.4315e+03  | 200.000
Sim Anneal  21000  3.4866e+03   2.4984e+03   1.4314e+03   1.9897e+03  -2.4329e+03  | 160.000
Sim Anneal  22000  3.4636e+03   2.4807e+03   1.3973e+03   2.0166e+03  -2.4309e+03  | 120.000
Sim Anneal  23000  3.4353e+03   2.4503e+03   1.4073e+03   2.0078e+03  -2.4302e+03  | 80.000
Sim Anneal  24000  3.4353e+03   2.4503e+03   1.4073e+03   2.0078e+03  -2.4302e+03  | 40.000
Sim Anneal  25000  3.3709e+03   2.4021e+03   1.3928e+03   2.0053e+03  -2.4293e+03  |  0.000
ILSRR 3370.9007857718916 2241.380707490641 
Sim Anneal      0  1.5510e+09   1.5510e+09   1.8849e+04   1.1178e+03  -2.4407e+03  | -1.000
Sim Anneal   1000  7.1290e+03   3.2755e+03   4.6931e+03   1.5857e+03  -2.4253e+03  | 960.000
Sim Anneal   2000  6.2218e+03   3.1796e+03   3.7514e+03   1.7271e+03  -2.4363e+03  | 920.000
Sim Anneal   3000  5.7053e+03   3.4736e+03   2.8666e+03   1.8158e+03  -2.4508e+03  | 880.000
Sim Anneal   4000  5.0445e+03   2.9942e+03   2.6702e+03   1.8339e+03  -2.4539e+03  | 840.000
Sim Anneal   5000  4.7319e+03   2.8270e+03   2.6963e+03   1.6551e+03  -2.4465e+03  | 800.000
Sim Anneal   6000  4.6618e+03   2.7843e+03   2.6416e+03   1.6865e+03  -2.4506e+03  | 760.000
Sim Anneal   7000  3.9061e+03   2.8495e+03   1.8584e+03   1.6429e+03  -2.4447e+03  | 720.000
Sim Anneal   8000  3.5367e+03   2.7653e+03   1.3938e+03   1.8143e+03  -2.4368e+03  | 680.000
Sim Anneal   9000  3.5211e+03   2.7598e+03   1.3869e+03   1.8130e+03  -2.4385e+03  | 640.000
Sim Anneal  10000  3.5278e+03   2.7452e+03   1.4065e+03   1.8049e+03  -2.4288e+03  | 600.000
Sim Anneal  11000  3.4689e+03   2.7678e+03   1.3410e+03   1.7951e+03  -2.4350e+03  | 560.000
Sim Anneal  12000  3.3429e+03   2.7110e+03   1.2449e+03   1.8135e+03  -2.4266e+03  | 520.000
Sim Anneal  13000  3.3132e+03   2.7107e+03   1.2268e+03   1.8028e+03  -2.4271e+03  | 480.000
Sim Anneal  14000  3.3067e+03   2.7020e+03   1.2317e+03   1.7990e+03  -2.4259e+03  | 440.000
Sim Anneal  15000  3.2862e+03   2.7134e+03   1.1875e+03   1.8130e+03  -2.4277e+03  | 400.000
Sim Anneal  16000  3.3062e+03   2.8078e+03   1.1028e+03   1.8302e+03  -2.4347e+03  | 360.000
Sim Anneal  17000  3.2924e+03   2.7546e+03   1.1517e+03   1.8194e+03  -2.4333e+03  | 320.000
Sim Anneal  18000  3.2493e+03   2.7877e+03   1.0548e+03   1.8436e+03  -2.4368e+03  | 280.000
Sim Anneal  19000  3.2013e+03   2.7442e+03   1.0497e+03   1.8437e+03  -2.4364e+03  | 240.000
Sim Anneal  20000  3.1676e+03   2.7129e+03   1.0495e+03   1.8378e+03  -2.4326e+03  | 200.000
Sim Anneal  21000  3.1654e+03   2.7115e+03   1.0481e+03   1.8388e+03  -2.4330e+03  | 160.000
Sim Anneal  22000  3.1614e+03   2.7111e+03   1.0450e+03   1.8381e+03  -2.4328e+03  | 120.000
Sim Anneal  23000  3.1590e+03   2.7256e+03   1.0135e+03   1.8529e+03  -2.4329e+03  | 80.000
Sim Anneal  24000  3.0933e+03   2.6454e+03   1.0027e+03   1.8767e+03  -2.4314e+03  | 40.000
Sim Anneal  25000  3.0826e+03   2.6660e+03   9.5869e+02   1.8908e+03  -2.4329e+03  |  0.000
ILSRR 3082.59845527324 2241.380707490641 
Sim Anneal      0  1.7546e+10   1.7546e+10   4.3160e+03   2.1945e+03  -2.9479e+03  | -1.000
Sim Anneal   1000  7.6000e+03   3.7082e+03   5.2628e+03   1.0951e+03  -2.4661e+03  | 960.000
Sim Anneal   2000  4.8625e+03   3.1383e+03   2.4040e+03   1.7349e+03  -2.4146e+03  | 920.000
Sim Anneal   3000  4.0006e+03   2.8421e+03   1.9585e+03   1.6138e+03  -2.4137e+03  | 880.000
Sim Anneal   4000  3.7772e+03   2.7842e+03   1.8100e+03   1.6008e+03  -2.4177e+03  | 840.000
Sim Anneal   5000  3.7202e+03   2.7454e+03   1.8503e+03   1.5440e+03  -2.4196e+03  | 800.000
Sim Anneal   6000  3.5252e+03   2.7967e+03   1.5922e+03   1.5497e+03  -2.4134e+03  | 760.000
Sim Anneal   7000  3.0440e+03   2.8063e+03   8.6489e+02   1.8012e+03  -2.4285e+03  | 720.000
Sim Anneal   8000  2.9391e+03   2.8278e+03   8.6693e+02   1.6746e+03  -2.4302e+03  | 680.000
Sim Anneal   9000  2.8585e+03   2.7877e+03   8.1774e+02   1.6868e+03  -2.4338e+03  | 640.000
Sim Anneal  10000  2.7641e+03   2.8003e+03   7.6632e+02   1.6321e+03  -2.4346e+03  | 600.000
Sim Anneal  11000  2.7106e+03   2.7111e+03   7.7554e+02   1.6504e+03  -2.4265e+03  | 560.000
Sim Anneal  12000  2.7041e+03   2.6935e+03   7.9783e+02   1.6379e+03  -2.4251e+03  | 520.000
Sim Anneal  13000  2.6468e+03   2.6208e+03   8.0002e+02   1.6503e+03  -2.4244e+03  | 480.000
Sim Anneal  14000  2.6518e+03   2.6303e+03   8.0038e+02   1.6442e+03  -2.4231e+03  | 440.000
Sim Anneal  15000  2.6471e+03   2.6125e+03   8.0280e+02   1.6510e+03  -2.4192e+03  | 400.000
Sim Anneal  16000  2.6157e+03   2.5831e+03   8.1586e+02   1.6388e+03  -2.4220e+03  | 360.000
Sim Anneal  17000  2.5609e+03   2.5871e+03   7.1442e+02   1.6796e+03  -2.4202e+03  | 320.000
Sim Anneal  18000  2.5667e+03   2.5787e+03   7.4011e+02   1.6762e+03  -2.4283e+03  | 280.000
Sim Anneal  19000  2.5356e+03   2.5417e+03   7.5229e+02   1.6726e+03  -2.4311e+03  | 240.000
Sim Anneal  20000  2.5357e+03   2.5659e+03   7.1964e+02   1.6841e+03  -2.4338e+03  | 200.000
Sim Anneal  21000  2.5357e+03   2.5659e+03   7.1964e+02   1.6841e+03  -2.4338e+03  | 160.000
Sim Anneal  22000  2.5193e+03   2.5385e+03   7.2492e+02   1.6808e+03  -2.4249e+03  | 120.000
Sim Anneal  23000  2.5193e+03   2.5385e+03   7.2492e+02   1.6808e+03  -2.4249e+03  | 80.000
Sim Anneal  24000  2.4938e+03   2.5149e+03   7.3354e+02   1.6699e+03  -2.4244e+03  | 40.000
Sim Anneal  25000  2.4842e+03   2.4741e+03   7.5970e+02   1.6776e+03  -2.4272e+03  |  0.000
ILSRR 2484.2113888861636 2241.380707490641 
Sim Anneal      0  1.6435e+11   1.6435e+11   2.8806e+04   8.5518e+02  -2.6186e+03  | -1.000
Sim Anneal   1000  7.2637e+03   3.9540e+03   4.5820e+03   1.1986e+03  -2.4709e+03  | 960.000
Sim Anneal   2000  5.7847e+03   3.8456e+03   2.7706e+03   1.6267e+03  -2.4581e+03  | 920.000
Sim Anneal   3000  4.9805e+03   3.3402e+03   2.3761e+03   1.6884e+03  -2.4242e+03  | 880.000
Sim Anneal   4000  4.5982e+03   3.2283e+03   1.9442e+03   1.8439e+03  -2.4182e+03  | 840.000
Sim Anneal   5000  4.5372e+03   3.1981e+03   2.0044e+03   1.7545e+03  -2.4198e+03  | 800.000
Sim Anneal   6000  4.3090e+03   3.0923e+03   1.8642e+03   1.7706e+03  -2.4181e+03  | 760.000
Sim Anneal   7000  4.2561e+03   3.0135e+03   1.9058e+03   1.7535e+03  -2.4167e+03  | 720.000
Sim Anneal   8000  4.2484e+03   3.0229e+03   1.8743e+03   1.7676e+03  -2.4164e+03  | 680.000
Sim Anneal   9000  4.2282e+03   3.0467e+03   1.6964e+03   1.9053e+03  -2.4201e+03  | 640.000
Sim Anneal  10000  4.1640e+03   2.9994e+03   1.6687e+03   1.9124e+03  -2.4165e+03  | 600.000
Sim Anneal  11000  4.1672e+03   3.0173e+03   1.6563e+03   1.9112e+03  -2.4176e+03  | 560.000
Sim Anneal  12000  4.0987e+03   2.9972e+03   1.6294e+03   1.8935e+03  -2.4215e+03  | 520.000
Sim Anneal  13000  4.0574e+03   3.0327e+03   1.5390e+03   1.9052e+03  -2.4195e+03  | 480.000
Sim Anneal  14000  3.9549e+03   2.9684e+03   1.5264e+03   1.8793e+03  -2.4193e+03  | 440.000
Sim Anneal  15000  3.9243e+03   3.0054e+03   1.4865e+03   1.8587e+03  -2.4263e+03  | 400.000
Sim Anneal  16000  3.8751e+03   3.0040e+03   1.4186e+03   1.8726e+03  -2.4201e+03  | 360.000
Sim Anneal  17000  3.8670e+03   3.0129e+03   1.4068e+03   1.8701e+03  -2.4229e+03  | 320.000
Sim Anneal  18000  3.7465e+03   2.8783e+03   1.4274e+03   1.8614e+03  -2.4207e+03  | 280.000
Sim Anneal  19000  3.7460e+03   2.8872e+03   1.4078e+03   1.8733e+03  -2.4223e+03  | 240.000
Sim Anneal  20000  3.7431e+03   2.8797e+03   1.4099e+03   1.8752e+03  -2.4217e+03  | 200.000
Sim Anneal  21000  3.7431e+03   2.8797e+03   1.4099e+03   1.8752e+03  -2.4217e+03  | 160.000
Sim Anneal  22000  3.7065e+03   2.8585e+03   1.3976e+03   1.8717e+03  -2.4213e+03  | 120.000
Sim Anneal  23000  3.7065e+03   2.8585e+03   1.3976e+03   1.8717e+03  -2.4213e+03  | 80.000
Sim Anneal  24000  3.7009e+03   2.8456e+03   1.4169e+03   1.8599e+03  -2.4215e+03  | 40.000
Sim Anneal  25000  3.6922e+03   2.8595e+03   1.3955e+03   1.8598e+03  -2.4226e+03  |  0.000
ILSRR 3692.2448556279896 2241.380707490641 
Sim Anneal      0  1.4937e+08   1.4936e+08   1.3385e+04   1.1681e+03  -2.4988e+03  | -1.000
Sim Anneal   1000  7.1261e+03   3.5744e+03   4.8088e+03   1.1686e+03  -2.4257e+03  | 960.000
Sim Anneal   2000  6.2619e+03   3.4259e+03   3.8866e+03   1.3949e+03  -2.4456e+03  | 920.000
Sim Anneal   3000  5.7339e+03   3.9495e+03   2.5119e+03   1.7410e+03  -2.4685e+03  | 880.000
Sim Anneal   4000  4.3665e+03   3.7979e+03   1.1172e+03   1.9045e+03  -2.4530e+03  | 840.000
Sim Anneal   5000  3.8144e+03   3.2343e+03   1.1053e+03   1.9110e+03  -2.4362e+03  | 800.000
Sim Anneal   6000  3.7066e+03   3.0341e+03   1.2037e+03   1.9076e+03  -2.4387e+03  | 760.000
Sim Anneal   7000  3.6418e+03   2.9679e+03   1.1881e+03   1.9193e+03  -2.4336e+03  | 720.000
Sim Anneal   8000  3.3987e+03   2.8537e+03   1.0011e+03   2.0017e+03  -2.4578e+03  | 680.000
Sim Anneal   9000  3.3651e+03   2.8059e+03   1.0275e+03   1.9810e+03  -2.4493e+03  | 640.000
Sim Anneal  10000  3.2821e+03   2.8186e+03   7.8155e+02   2.1334e+03  -2.4514e+03  | 600.000
Sim Anneal  11000  3.2720e+03   2.8144e+03   8.0143e+02   2.1029e+03  -2.4468e+03  | 560.000
Sim Anneal  12000  3.1476e+03   2.6846e+03   8.5018e+02   2.0605e+03  -2.4476e+03  | 520.000
Sim Anneal  13000  3.0829e+03   2.6455e+03   8.2950e+02   2.0535e+03  -2.4457e+03  | 480.000
Sim Anneal  14000  3.0535e+03   2.6371e+03   7.8193e+02   2.0780e+03  -2.4435e+03  | 440.000
Sim Anneal  15000  3.0249e+03   2.6593e+03   6.9482e+02   2.1153e+03  -2.4444e+03  | 400.000
Sim Anneal  16000  2.9551e+03   2.6044e+03   6.7855e+02   2.1226e+03  -2.4504e+03  | 360.000
Sim Anneal  17000  2.9343e+03   2.5893e+03   6.8478e+02   2.1041e+03  -2.4438e+03  | 320.000
Sim Anneal  18000  2.9364e+03   2.5858e+03   6.2237e+02   2.1683e+03  -2.4400e+03  | 280.000
Sim Anneal  19000  2.9101e+03   2.5585e+03   6.4482e+02   2.1453e+03  -2.4385e+03  | 240.000
Sim Anneal  20000  2.8971e+03   2.5298e+03   6.5095e+02   2.1555e+03  -2.4391e+03  | 200.000
Sim Anneal  21000  2.8650e+03   2.5855e+03   6.7341e+02   2.0458e+03  -2.4397e+03  | 160.000
Sim Anneal  22000  2.8650e+03   2.5855e+03   6.7341e+02   2.0458e+03  -2.4397e+03  | 120.000
Sim Anneal  23000  2.8659e+03   2.5866e+03   6.7397e+02   2.0456e+03  -2.4403e+03  | 80.000
Sim Anneal  24000  2.8524e+03   2.5769e+03   6.7925e+02   2.0347e+03  -2.4384e+03  | 40.000
Sim Anneal  25000  2.8509e+03   2.5806e+03   6.8195e+02   2.0267e+03  -2.4384e+03  |  0.000
ILSRR 2850.8512842592277 2241.380707490641 
Sim Anneal      0  5.8804e+09   5.8804e+09   5.4485e+03   1.5159e+03  -2.5193e+03  | -1.000
Sim Anneal   1000  6.3303e+03   3.6080e+03   3.7519e+03   1.4307e+03  -2.4602e+03  | 960.000
Sim Anneal   2000  5.4337e+03   3.4809e+03   2.7612e+03   1.6369e+03  -2.4454e+03  | 920.000
Sim Anneal   3000  5.0659e+03   3.4227e+03   2.4366e+03   1.6623e+03  -2.4557e+03  | 880.000
Sim Anneal   4000  4.9133e+03   3.2644e+03   2.4234e+03   1.6819e+03  -2.4564e+03  | 840.000
Sim Anneal   5000  4.7671e+03   3.1243e+03   2.4326e+03   1.6658e+03  -2.4556e+03  | 800.000
Sim Anneal   6000  4.2975e+03   2.8179e+03   2.2474e+03   1.6870e+03  -2.4548e+03  | 760.000
Sim Anneal   7000  4.1876e+03   2.6825e+03   2.2975e+03   1.6675e+03  -2.4599e+03  | 720.000
Sim Anneal   8000  4.1102e+03   2.6461e+03   2.2481e+03   1.6725e+03  -2.4566e+03  | 680.000
Sim Anneal   9000  4.0823e+03   2.5857e+03   2.2439e+03   1.6935e+03  -2.4408e+03  | 640.000
Sim Anneal  10000  4.0026e+03   2.5099e+03   2.2259e+03   1.7098e+03  -2.4430e+03  | 600.000
Sim Anneal  11000  3.9770e+03   2.4960e+03   2.2157e+03   1.7091e+03  -2.4438e+03  | 560.000
Sim Anneal  12000  3.9254e+03   2.4544e+03   2.2063e+03   1.7088e+03  -2.4442e+03  | 520.000
Sim Anneal  13000  3.8976e+03   2.4542e+03   2.1790e+03   1.7118e+03  -2.4473e+03  | 480.000
Sim Anneal  14000  3.8863e+03   2.4496e+03   2.1692e+03   1.7138e+03  -2.4463e+03  | 440.000
Sim Anneal  15000  3.7475e+03   2.4503e+03   1.9900e+03   1.7628e+03  -2.4555e+03  | 400.000
Sim Anneal  16000  3.7371e+03   2.4420e+03   1.9897e+03   1.7607e+03  -2.4553e+03  | 360.000
Sim Anneal  17000  3.7351e+03   2.4390e+03   1.9895e+03   1.7606e+03  -2.4540e+03  | 320.000
Sim Anneal  18000  3.7248e+03   2.4096e+03   2.0105e+03   1.7563e+03  -2.4517e+03  | 280.000
Sim Anneal  19000  3.7248e+03   2.4096e+03   2.0105e+03   1.7563e+03  -2.4517e+03  | 240.000
Sim Anneal  20000  3.7171e+03   2.4254e+03   1.9852e+03   1.7595e+03  -2.4531e+03  | 200.000
Sim Anneal  21000  3.7114e+03   2.4222e+03   1.9835e+03   1.7586e+03  -2.4528e+03  | 160.000
Sim Anneal  22000  3.7114e+03   2.4222e+03   1.9835e+03   1.7586e+03  -2.4528e+03  | 120.000
Sim Anneal  23000  3.6882e+03   2.4186e+03   1.9809e+03   1.7390e+03  -2.4502e+03  | 80.000
Sim Anneal  24000  3.6882e+03   2.4186e+03   1.9809e+03   1.7390e+03  -2.4502e+03  | 40.000
Sim Anneal  25000  3.6551e+03   2.3876e+03   1.9821e+03   1.7421e+03  -2.4568e+03  |  0.000
ILSRR 2850.8512842592277 2241.380707490641 
Sim Anneal      0  2.7938e+11   2.7938e+11   1.9983e+04   1.1180e+03  -2.5952e+03  | -1.000
Sim Anneal   1000  6.3203e+03   3.2722e+03   3.9441e+03   1.5582e+03  -2.4543e+03  | 960.000
Sim Anneal   2000  5.1666e+03   3.0121e+03   2.8887e+03   1.7190e+03  -2.4532e+03  | 920.000
Sim Anneal   3000  4.7596e+03   2.8140e+03   2.8617e+03   1.5250e+03  -2.4410e+03  | 880.000
Sim Anneal   4000  4.0766e+03   2.8673e+03   2.1223e+03   1.5314e+03  -2.4444e+03  | 840.000
Sim Anneal   5000  3.5426e+03   2.8207e+03   1.5821e+03   1.5795e+03  -2.4398e+03  | 800.000
Sim Anneal   6000  3.1330e+03   2.6560e+03   1.3624e+03   1.5669e+03  -2.4523e+03  | 760.000
Sim Anneal   7000  3.1050e+03   2.6096e+03   1.3820e+03   1.5636e+03  -2.4503e+03  | 720.000
Sim Anneal   8000  3.0110e+03   2.5398e+03   1.4508e+03   1.4663e+03  -2.4460e+03  | 680.000
Sim Anneal   9000  2.9814e+03   2.5354e+03   1.3820e+03   1.5095e+03  -2.4455e+03  | 640.000
Sim Anneal  10000  2.9734e+03   2.5295e+03   1.3779e+03   1.5105e+03  -2.4445e+03  | 600.000
Sim Anneal  11000  2.9666e+03   2.5346e+03   1.3647e+03   1.5123e+03  -2.4450e+03  | 560.000
Sim Anneal  12000  2.9441e+03   2.4909e+03   1.3944e+03   1.5037e+03  -2.4450e+03  | 520.000
Sim Anneal  13000  2.9244e+03   2.4713e+03   1.3918e+03   1.5056e+03  -2.4443e+03  | 480.000
Sim Anneal  14000  2.8557e+03   2.5117e+03   1.2315e+03   1.5581e+03  -2.4456e+03  | 440.000
Sim Anneal  15000  2.5911e+03   2.4393e+03   9.2858e+02   1.6716e+03  -2.4484e+03  | 400.000
Sim Anneal  16000  2.5130e+03   2.3866e+03   8.0232e+02   1.7757e+03  -2.4516e+03  | 360.000
Sim Anneal  17000  2.4301e+03   2.3816e+03   7.3686e+02   1.7616e+03  -2.4499e+03  | 320.000
Sim Anneal  18000  2.3914e+03   2.3401e+03   7.3540e+02   1.7676e+03  -2.4517e+03  | 280.000
Sim Anneal  19000  2.3834e+03   2.3664e+03   7.4331e+02   1.7279e+03  -2.4542e+03  | 240.000
Sim Anneal  20000  2.3653e+03   2.3787e+03   7.1266e+02   1.7315e+03  -2.4576e+03  | 200.000
Sim Anneal  21000  2.3309e+03   2.3536e+03   7.0054e+02   1.7323e+03  -2.4555e+03  | 160.000
Sim Anneal  22000  2.3298e+03   2.3510e+03   7.0370e+02   1.7306e+03  -2.4554e+03  | 120.000
Sim Anneal  23000  2.3315e+03   2.3518e+03   7.0574e+02   1.7292e+03  -2.4553e+03  | 80.000
Sim Anneal  24000  2.3182e+03   2.3440e+03   7.6172e+02   1.6641e+03  -2.4517e+03  | 40.000
Sim Anneal  25000  2.3067e+03   2.3420e+03   7.4801e+02   1.6685e+03  -2.4518e+03  |  0.000
ILSRR 2306.7066183016373 2241.380707490641 
Sim Anneal      0  4.1485e+09   4.1485e+09   1.5758e+04   9.4952e+02  -2.5443e+03  | -1.000
Sim Anneal   1000  6.0076e+03   3.5945e+03   3.5920e+03   1.2987e+03  -2.4776e+03  | 960.000
Sim Anneal   2000  5.1574e+03   3.3463e+03   2.8157e+03   1.4797e+03  -2.4843e+03  | 920.000
Sim Anneal   3000  5.1433e+03   3.2960e+03   2.8484e+03   1.4782e+03  -2.4792e+03  | 880.000
Sim Anneal   4000  4.7288e+03   3.3799e+03   2.1818e+03   1.6367e+03  -2.4696e+03  | 840.000
Sim Anneal   5000  4.2691e+03   2.9626e+03   2.0526e+03   1.7102e+03  -2.4563e+03  | 800.000
Sim Anneal   6000  3.6960e+03   2.7385e+03   1.6901e+03   1.7165e+03  -2.4491e+03  | 760.000
Sim Anneal   7000  3.5938e+03   2.7433e+03   1.5679e+03   1.7286e+03  -2.4460e+03  | 720.000
Sim Anneal   8000  3.3206e+03   2.5986e+03   1.3961e+03   1.7766e+03  -2.4508e+03  | 680.000
Sim Anneal   9000  3.3059e+03   2.5752e+03   1.3962e+03   1.7839e+03  -2.4494e+03  | 640.000
Sim Anneal  10000  3.2505e+03   2.5375e+03   1.4372e+03   1.7344e+03  -2.4586e+03  | 600.000
Sim Anneal  11000  3.2437e+03   2.5471e+03   1.3624e+03   1.7909e+03  -2.4566e+03  | 560.000
Sim Anneal  12000  3.1327e+03   2.4643e+03   1.3104e+03   1.8181e+03  -2.4601e+03  | 520.000
Sim Anneal  13000  3.1460e+03   2.5083e+03   1.2815e+03   1.8199e+03  -2.4636e+03  | 480.000
Sim Anneal  14000  3.1036e+03   2.4302e+03   1.3132e+03   1.8178e+03  -2.4577e+03  | 440.000
Sim Anneal  15000  3.0928e+03   2.4220e+03   1.3052e+03   1.8229e+03  -2.4573e+03  | 400.000
Sim Anneal  16000  3.0952e+03   2.4259e+03   1.3018e+03   1.8244e+03  -2.4569e+03  | 360.000
Sim Anneal  17000  3.0683e+03   2.4335e+03   1.1575e+03   1.9405e+03  -2.4632e+03  | 320.000
Sim Anneal  18000  3.0661e+03   2.4415e+03   1.1440e+03   1.9437e+03  -2.4631e+03  | 280.000
Sim Anneal  19000  3.0723e+03   2.4507e+03   1.1437e+03   1.9423e+03  -2.4644e+03  | 240.000
Sim Anneal  20000  3.0692e+03   2.4329e+03   1.1583e+03   1.9401e+03  -2.4620e+03  | 200.000
Sim Anneal  21000  3.0692e+03   2.4329e+03   1.1583e+03   1.9401e+03  -2.4620e+03  | 160.000
Sim Anneal  22000  3.0671e+03   2.4359e+03   1.1524e+03   1.9412e+03  -2.4624e+03  | 120.000
Sim Anneal  23000  3.0665e+03   2.4401e+03   1.1517e+03   1.9382e+03  -2.4636e+03  | 80.000
Sim Anneal  24000  3.0665e+03   2.4401e+03   1.1517e+03   1.9382e+03  -2.4636e+03  | 40.000
Sim Anneal  25000  3.0558e+03   2.4196e+03   1.1548e+03   1.9407e+03  -2.4592e+03  |  0.000
ILSRR 3055.8264883902284 2241.380707490641 
Sim Anneal      0  3.0724e+09   3.0724e+09   5.9253e+03   1.5607e+03  -2.5257e+03  | -1.000
Sim Anneal   1000  5.5269e+03   3.6402e+03   2.5634e+03   1.8071e+03  -2.4839e+03  | 960.000
Sim Anneal   2000  4.3753e+03   2.9507e+03   1.9819e+03   1.9052e+03  -2.4626e+03  | 920.000
Sim Anneal   3000  4.1082e+03   2.7807e+03   1.8910e+03   1.8975e+03  -2.4609e+03  | 880.000
Sim Anneal   4000  3.8895e+03   2.6320e+03   1.8138e+03   1.9057e+03  -2.4620e+03  | 840.000
Sim Anneal   5000  3.7541e+03   2.5172e+03   1.7920e+03   1.9088e+03  -2.4639e+03  | 800.000
Sim Anneal   6000  3.7606e+03   2.4895e+03   1.8173e+03   1.9136e+03  -2.4597e+03  | 760.000
Sim Anneal   7000  3.6102e+03   2.4902e+03   1.5651e+03   2.0058e+03  -2.4509e+03  | 720.000
Sim Anneal   8000  3.4533e+03   2.5858e+03   1.4099e+03   1.9295e+03  -2.4720e+03  | 680.000
Sim Anneal   9000  3.3835e+03   2.4946e+03   1.4382e+03   1.9129e+03  -2.4622e+03  | 640.000
Sim Anneal  10000  3.3261e+03   2.5146e+03   1.3711e+03   1.8948e+03  -2.4543e+03  | 600.000
Sim Anneal  11000  3.1892e+03   2.5180e+03   1.1599e+03   1.9755e+03  -2.4642e+03  | 560.000
